当前时刻	小车位置	摆杆偏角	触发标志	外部高斯	残差1	残差2	残差上界1	残差上界2	残差上界3	残差上界4	水印	
0.000000	-0.000172	0.019947	1.000000	0.528710	-0.000172	0.019947	0.000000	0.000000	0.000000	0.000006	-0.052521
0.011000	-0.000172	0.019947	0.000000	-0.608616	-0.000166	0.019957	0.001010	0.000000	0.000000	0.001016	0.257058
0.021000	-0.000172	0.011636	1.000000	0.763309	-0.000188	0.011608	0.000000	0.000000	0.000000	0.000006	-0.028860
0.030000	-0.000172	0.011636	0.000000	0.553211	-0.000196	0.011542	0.001010	0.000000	0.000000	0.001016	0.072423
0.040000	-0.000172	0.011636	0.000000	0.260038	-0.000212	0.011485	0.001010	0.000000	0.000000	0.001016	-0.023609
0.051000	-0.000172	0.011636	0.000000	0.119222	-0.000222	0.011436	0.001010	0.000000	0.000000	0.001016	0.185418
0.061000	-0.000172	0.011636	0.000000	-0.243630	-0.000246	0.011362	0.001010	0.000000	0.000000	0.001016	-0.073440
0.070000	-0.000172	0.007480	1.000000	-0.233376	-0.000257	0.007144	0.000000	0.000000	0.000000	0.000006	-0.024636
0.080000	-0.000172	0.007480	0.000000	-0.028876	-0.000146	0.006881	0.001010	0.000000	0.000000	0.001016	0.025975
0.091000	-0.000172	0.007480	0.000000	2.491592	-0.000123	0.006832	0.001010	0.000000	0.000000	0.001016	0.110826
0.101000	-0.000172	0.007480	0.000000	1.601145	-0.000103	0.006775	0.001011	0.000000	0.000000	0.001016	0.152044
0.111000	-0.000172	0.011636	1.000000	0.478545	-0.000091	0.010852	0.000001	0.000000	0.000000	0.000006	-0.097962
0.120000	-0.000172	0.011636	0.000000	-2.048887	0.000016	0.009624	0.001010	0.000000	0.000000	0.001016	-0.068183
0.131000	-0.000172	0.004987	1.000000	0.143624	0.000097	0.002886	0.000001	0.000000	0.000000	0.000007	-0.059080
0.141000	-0.000172	0.004987	0.000000	0.632102	0.000148	0.002416	0.001010	0.000000	0.000000	0.001017	0.059181
