当前时刻	小车位置	摆杆偏角	触发标志	外部高斯	残差1	残差2	残差上界1	残差上界2	残差上界3	残差上界4	水印1	水印2	
0.000000	-0.000331	0.010472	1.000000	2.570582	-0.000331	0.010472	0.000000	0.000000	0.000000	0.000006	-0.005252	0.005287
0.010000	-0.000331	0.010472	0.000000	-0.608616	-0.000331	0.010472	0.001010	0.000000	0.000000	0.001016	-0.005252	0.005287
0.019000	-0.000331	0.010472	0.000000	-0.288598	-0.000331	0.010472	0.001010	0.000000	0.000000	0.001016	-0.005252	0.005287
0.029000	-0.000331	0.010472	0.000000	0.763309	-0.000331	0.010472	0.001010	0.000000	0.000000	0.001016	-0.005252	0.005287
0.040000	-0.000331	0.010472	0.000000	0.724230	-0.000331	0.010472	0.001010	0.000000	0.000000	0.001016	-0.005252	0.005287
0.050000	-0.000331	0.017453	1.000000	0.260038	-0.000331	0.017452	0.000000	0.000000	0.000000	0.000006	0.005532	-0.002361
0.060000	-0.000331	0.010472	1.000000	-0.734402	-0.000250	0.010245	0.000000	0.000000	0.000000	0.000006	0.018542	0.001192
0.069000	-0.000331	0.010472	0.000000	-0.243630	-0.000149	0.010007	0.001010	0.000000	0.000000	0.001016	0.018542	0.001192
0.080000	-0.000331	0.010472	0.000000	-0.246358	-0.000098	0.009968	0.001010	0.000000	0.000000	0.001016	0.018542	0.001192
0.090000	-0.000343	0.006981	1.000000	-0.028876	-0.000052	0.006457	0.000000	0.000000	0.000000	0.000006	-0.002334	0.002598
0.100000	-0.000343	0.006981	0.000000	1.108265	0.000044	0.006057	0.001010	0.000000	0.000000	0.001016	-0.002334	0.002598
0.109000	-0.000343	0.006981	0.000000	2.491592	0.000127	0.006035	0.001011	0.000000	0.000000	0.001016	-0.002334	0.002598
0.119000	-0.000343	0.006981	0.000000	1.520438	0.000219	0.006036	0.001011	0.000000	0.000000	0.001016	-0.002334	0.002598
0.130000	-0.000343	0.006981	0.000000	1.601145	0.000318	0.006055	0.001011	0.000000	0.000000	0.001017	-0.002334	0.002598
0.140000	-0.000343	0.006981	0.000000	-0.979618	0.000423	0.006089	0.001011	0.000000	0.000000	0.001017	-0.002334	0.002598
0.149000	-0.000368	0.006981	0.000000	0.478545	0.000534	0.006136	0.001011	0.000000	0.000000	0.001017	-0.002334	0.002598
0.159000	-0.000417	0.006981	0.000000	-0.681835	0.000649	0.006192	0.001011	0.000000	0.000000	0.001018	-0.002334	0.002598
0.170000	-0.000503	0.010472	1.000000	0.143624	0.000609	0.009744	0.000001	0.000000	0.000000	0.000008	-0.020489	-0.005908
0.180000	-0.000601	0.010472	0.000000	0.591812	0.000222	0.006628	0.001011	0.000000	0.000000	0.001018	-0.020489	-0.005908
