当前时刻	小车位置	摆杆偏角	触发标志	外部高斯	残差1	残差2	残差上界1	残差上界2	残差上界3	残差上界4	水印	
0.000000	-0.000294	-0.008727	1.000000	0.528710	-0.000294	-0.008727	0.000000	0.000000	0.000000	0.000006	-0.052521
0.010000	-0.000307	-0.008727	1.000000	-0.608616	-0.000301	-0.008716	0.000000	0.000000	0.000000	0.000006	0.257058
0.020000	-0.000294	-0.008727	1.000000	0.763309	-0.000308	-0.008751	0.000000	0.000000	0.000000	0.000006	-0.028860
0.031000	-0.000294	-0.008727	1.000000	0.553211	-0.000313	-0.008788	0.000000	0.000000	0.000000	0.000006	0.072423
0.040000	-0.000294	-0.008727	1.000000	0.260038	-0.000307	-0.008806	0.000000	0.000000	0.000000	0.000006	-0.023609
0.050000	-0.000294	-0.008727	1.000000	0.119222	-0.000273	-0.008779	0.000000	0.000000	0.000000	0.000006	0.185418
0.060000	-0.000294	-0.008727	1.000000	-0.243630	-0.000235	-0.008721	0.000000	0.000000	0.000000	0.000006	-0.073440
0.071000	-0.000294	-0.008727	1.000000	-0.233376	-0.000170	-0.008578	0.000000	0.000000	0.000000	0.000006	-0.024636
0.080000	-0.000294	-0.008727	1.000000	-0.028876	-0.000105	-0.008317	0.000000	0.000000	0.000000	0.000006	0.025975
0.090000	-0.000294	-0.004987	1.000000	2.491592	-0.000058	-0.004206	0.000000	0.000000	0.000000	0.000006	0.110826
0.100000	-0.000294	-0.004987	1.000000	1.601145	-0.000041	-0.003945	0.000000	0.000000	0.000000	0.000006	0.152044
0.111000	-0.000294	-0.004987	1.000000	0.478545	-0.000052	-0.003677	0.000000	0.000000	0.000000	0.000006	-0.097962
0.120000	-0.000294	-0.004987	1.000000	-2.048887	-0.000057	-0.003355	0.000000	0.000000	0.000000	0.000006	-0.068183
0.130000	-0.000282	-0.004987	1.000000	0.143624	-0.000053	-0.002980	0.000000	0.000000	0.000000	0.000006	-0.059080
0.140000	-0.000282	-0.004987	1.000000	0.632102	-0.000072	-0.002583	0.000000	0.000000	0.000000	0.000006	0.059181
0.151000	-0.000282	-0.004987	1.000000	-1.909853	-0.000107	-0.002216	0.000000	0.000000	0.000000	0.000006	0.019174
0.160000	-0.000258	-0.004987	1.000000	0.372421	-0.000124	-0.001894	0.000000	0.000000	0.000000	0.000006	0.061771
0.170000	-0.000196	-0.004987	1.000000	-1.140295	-0.000118	-0.001630	0.000000	0.000000	0.000000	0.000007	0.012547
0.180000	-0.000135	-0.004987	1.000000	-1.566357	-0.000127	-0.001419	0.000000	0.000000	0.000000	0.000007	-0.022441
0.190000	-0.000025	-0.004987	1.000000	-0.340618	-0.000093	-0.001247	0.000000	0.000000	0.000000	0.000007	0.042488
0.201000	0.000159	-0.004987	1.000000	0.539371	-0.000012	-0.001124	0.000000	0.000000	0.000000	0.000007	0.043893
0.210000	0.000356	-0.004987	1.000000	-1.503041	0.000037	-0.001049	0.000000	0.000000	0.000000	0.000007	0.155805
0.220000	0.000564	-0.004987	1.000000	-0.907624	0.000052	-0.001038	0.000000	0.000000	0.000000	0.000007	-0.104672
0.230000	0.000797	-0.004987	1.000000	-0.766397	0.000082	-0.001033	0.000000	0.000000	0.000000	0.000007	-0.023353
0.241000	0.001067	-0.004987	1.000000	-0.395314	0.000124	-0.001026	0.000000	0.000000	0.000000	0.000007	0.015785
0.250000	0.001313	0.000000	1.000000	-0.954115	0.000107	0.003951	0.000000	0.000000	0.000000	0.000007	-0.094155
0.260000	0.001582	0.010472	1.000000	1.690475	0.000118	0.013535	0.000000	0.000000	0.000000	0.000007	0.077730
0.270000	0.001877	0.010472	1.000000	0.506832	0.000153	0.010884	0.000000	0.000000	0.000000	0.000007	0.075548
0.281000	0.002196	0.000000	1.000000	-1.450753	0.000221	-0.001905	0.000000	0.000000	0.000000	0.000007	-0.007416
0.290000	0.002490	0.000000	1.000000	-0.216309	0.000263	-0.001995	0.000000	0.000000	0.000000	0.000007	0.167155
0.300000	0.002772	0.000000	1.000000	0.638696	0.000271	-0.002007	0.000000	0.000000	0.000000	0.000007	-0.005978
0.310000	0.003042	0.000000	1.000000	-0.478795	0.000269	-0.001952	0.000000	0.000000	0.000000	0.000007	0.029877
0.321000	0.003324	0.000000	1.000000	-1.654021	0.000275	-0.001845	0.000000	0.000000	0.000000	0.000007	0.142750
0.330000	0.003557	0.000000	1.000000	0.682247	0.000210	-0.001737	0.000000	0.000000	0.000000	0.000007	0.147140
0.340000	0.003790	0.010472	1.000000	-1.911083	0.000145	0.008823	0.000000	0.000000	0.000000	0.000007	0.099792
0.350000	0.003999	0.010472	1.000000	-0.427640	0.000080	0.007040	0.000000	0.000000	0.000000	0.000007	-0.054206
0.361000	0.004232	0.004987	1.000000	1.333399	0.000096	0.000044	0.000000	0.000000	0.000000	0.000007	-0.032950
0.370000	0.004428	0.000000	1.000000	0.279931	0.000098	-0.005203	0.000000	0.000000	0.000000	0.000007	0.000977
0.380000	0.004612	0.000000	1.000000	-0.759678	0.000100	-0.004461	0.000000	0.000000	0.000000	0.000007	0.123736
0.390000	0.004747	0.000000	1.000000	0.478438	0.000042	-0.003779	0.000000	0.000000	0.000000	0.000007	-0.100677
0.401000	0.004882	0.002909	1.000000	-0.736726	0.000012	-0.000233	0.000000	0.000000	0.000000	0.000007	-0.001368
0.410000	0.004993	0.002909	1.000000	0.046076	-0.000033	-0.000175	0.000000	0.000000	0.000000	0.000007	0.191486
0.420000	0.005103	0.010472	1.000000	-1.102523	-0.000082	0.007395	0.000000	0.000000	0.000000	0.000007	0.107980
0.430000	0.005213	0.010472	1.000000	-0.730471	-0.000105	0.006016	0.000000	0.000000	0.000000	0.000007	-0.012487
0.440000	0.005324	0.007480	1.000000	0.316328	-0.000086	0.001834	0.000000	0.000000	0.000000	0.000007	0.124019
0.451000	0.005422	0.011636	1.000000	-0.487644	-0.000064	0.005513	0.000000	0.000000	0.000000	0.000007	-0.046727
0.460000	0.005520	0.011636	1.000000	-0.104545	-0.000003	0.004422	0.000000	0.000000	0.000000	0.000007	0.134064
0.470000	0.005606	0.010472	1.000000	0.013899	0.000054	0.002355	0.000000	0.000000	0.000000	0.000007	-0.122074
0.480000	0.005655	0.004987	1.000000	-0.626691	0.000109	-0.003616	0.000000	0.000000	0.000000	0.000007	0.154014
0.491000	0.005667	0.004987	1.000000	0.523416	0.000119	-0.002996	0.000000	0.000000	0.000000	0.000007	-0.167830
0.500000	0.005667	0.004987	1.000000	1.110627	0.000146	-0.002367	0.000000	0.000000	0.000000	0.000007	0.079109
0.510000	0.005667	0.004987	1.000000	-0.198681	0.000162	-0.001779	0.000000	0.000000	0.000000	0.000007	0.178470
0.520000	0.005655	0.004987	1.000000	-0.313526	0.000144	-0.001295	0.000000	0.000000	0.000000	0.000007	-0.089411
0.531000	0.005655	0.010472	1.000000	2.100962	0.000153	0.004621	0.000000	0.000000	0.000000	0.000007	0.021932
0.540000	0.005655	0.005818	1.000000	-0.917517	0.000164	-0.000638	0.000000	0.000000	0.000000	0.000007	-0.017124
0.550000	0.005643	0.005818	1.000000	-2.022387	0.000163	-0.000338	0.000000	0.000000	0.000000	0.000007	0.065062
0.560000	0.005643	0.005818	1.000000	-2.275925	0.000168	-0.000084	0.000000	0.000000	0.000000	0.000007	-0.051474
0.571000	0.005618	0.005818	1.000000	-0.459681	0.000152	0.000140	0.000000	0.000000	0.000000	0.000007	0.087098
0.580000	0.005581	0.010472	1.000000	-1.719550	0.000118	0.004970	0.000000	0.000000	0.000000	0.000007	-0.033093
